Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.79,-41.03,belle (grounded),1/5/2018
A57A,11,5,-64.01,-56.06,belle,1/5/2018
A57B,7,4,-65.25,-59.21,belle,1/5/2018
A61,13,4,-54.99,-20.62,weddw,1/5/2018
A63,11,3,-76.29,-46.57,belle ,1/5/2018
A64,16,11,-69.73,-60.98,belle (fasted),1/5/2018
A68A,82,25,-67.82,-60.57,belle,1/5/2018
A68B,6,3,-66.91,-59.66,belle,1/5/2018
B09B,27,10,-66.43,143.29,wilke,1/5/2018
B09D,22,6,-55.57,-24.50,weddw,1/5/2018
B09F,20,8,-62.03,-54.16,belle,1/5/2018
B09G,12,7,-67.97,41.72,amerw (fasted),1/5/2018
B09I,12,6,-65.19,116.98,wilke,1/5/2018
B15T,25,6,-60.67,-52.40,belle,1/5/2018
B15Z,15,7,-59.04,-48.66,belle,1/5/2018
B15AA,11,6,-74.40,-27.06,weddw,1/5/2018
B15AB,11,4,-65.97,51.32,amerw ,1/5/2018
B16,16,6,-72.92,-51.22,belle,1/5/2018
B22A,44,24,-74.07,-108.92,amune (grounded),1/5/2018
B28,10,7,-74.75,-108.88,amune (fasted),1/5/2018
B29,11,5,-74.57,-109.02,amune (fasted),1/5/2018
B30,26,18,-68.71,-155.25,rosse,1/5/2018
B31,12,4,-66.55,-93.24,amune,1/5/2018
B37,8,3,-74.56,-108.67,amune (fasted),1/5/2018
B38,6,4,-77.01,-155.01,rosse (fasted),1/5/2018
B39,8,4,-65.09,134.48,wilke (fasted),1/5/2018
B40,8,5,-65.61,132.33,wilke,1/5/2018
B41,8,4,-72.94,-120.44,amunw,1/5/2018
B42,17,5,-73.18,-108.22,amune,1/5/2018
B43,10,5,-73.57,-108.35,amune,1/5/2018
C15,14,10,-66.20,143.39,wilke,1/5/2018
C18B,20,4,-65.45,113.99,wilkw (grounded),1/5/2018
C21B,12,8,-64.99,95.89,wilkw (fasted),1/5/2018
C24,11,3,-64.84,96.02,wilkw (fasted),1/5/2018
C28B,21,14,-61.16,-52.84,belle,1/5/2018
C29,7,5,-66.14,142.93,wilke (fasted),1/5/2018
C30,9,3,-64.79,96.29,wilkw (fasted),1/5/2018
C31,9,3,-64.69,96.52,wilkw (fasted),1/5/2018
C32,7,5,-69.28,159.88,rossw (fasted),1/5/2018
C33,11,4,-69.78,161.76,rossw ,1/5/2018
C34,11,5,-65.85,143.04,wilke,1/5/2018
D15A,51,24,-66.67,81.95,amere (fasted),1/5/2018
D15B,33,12,-67.08,81.76,amere (fasted),1/5/2018
D20A,27,9,-68.94,36.37,amerw (fasted),1/5/2018
D21A,10,3,-57.30,-25.95,weddw,1/5/2018
D21B,11,4,-66.08,48.82,amerw,1/5/2018
D22,12,3,-65.92,86.96,amere (fasted),1/5/2018
D23,8,6,-69.43,74.65,amere (fasted),1/5/2018
D26,18,1,-69.41,29.33,wedde (grounded),1/5/2018
