Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.79,-41.03,belle (grounded),2/9/2018
A57A,11,5,-63.81,-56.45,belle,2/9/2018
A57B,7,4,-65.02,-59.10,belle,2/9/2018
A63,11,3,-76.29,-46.57,belle ,2/9/2018
A64,16,11,-69.73,-60.98,belle (fasted),2/9/2018
A68A,82,25,-67.67,-60.44,belle,2/9/2018
A68B,6,3,-66.94,-59.76,belle,2/9/2018
B09B,27,10,-66.35,143.48,wilke,2/9/2018
B09D,22,6,-54.93,-23.30,weddw,2/9/2018
B09F,20,8,-61.71,-53.98,belle,2/9/2018
B09G,12,7,-67.97,41.72,amerw (fasted),2/9/2018
B09I,12,6,-65.86,109.39,wilkw,2/9/2018
B15T,25,6,-60.66,-52.39,belle,2/9/2018
B15Z,15,7,-58.13,-47.31,belle,2/9/2018
B15AA,11,6,-73.78,-28.09,weddw,2/9/2018
B15AB,11,4,-65.98,51.30,amerw ,2/9/2018
B16,16,6,-72.94,-51.33,belle,2/9/2018
B22A,44,24,-74.07,-108.92,amune (grounded),2/9/2018
B28,10,7,-74.75,-108.88,amune (fasted),2/9/2018
B29,11,5,-74.57,-109.02,amune (fasted),2/9/2018
B30,26,18,-68.24,-155.36,rosse,2/9/2018
B31,12,4,-66.44,-87.40,bellw,2/9/2018
B37,8,3,-74.56,-108.67,amune (fasted),2/9/2018
B38,6,4,-77.00,-154.99,rosse,2/9/2018
B39,8,4,-64.90,133.07,wilke,2/9/2018
B40,8,5,-65.62,132.33,wilke,2/9/2018
B41,8,4,-72.69,-124.84,amunw,2/9/2018
B42,17,5,-72.76,-109.27,amune,2/9/2018
B43,10,5,-73.20,-108.42,amune,2/9/2018
C15,14,10,-66.19,143.40,wilke,2/9/2018
C18B,20,4,-65.44,113.98,wilkw (grounded),2/9/2018
C21B,12,8,-64.99,95.89,wilkw (fasted),2/9/2018
C24,11,3,-64.84,96.02,wilkw (fasted),2/9/2018
C28B,21,14,-60.65,-51.93,belle,2/9/2018
C29,5,5,-66.12,142.90,wilke (fasted),2/9/2018
C30,9,3,-64.79,96.29,wilkw (fasted),2/9/2018
C31,9,3,-64.69,96.52,wilkw (fasted),2/9/2018
C32,7,5,-69.28,159.88,rossw (fasted),2/9/2018
C33,11,4,-69.49,161.33,rossw ,2/9/2018
C34,11,5,-65.85,143.03,wilke,2/9/2018
D15A,51,24,-66.66,81.97,amere (fasted),2/9/2018
D15B,33,12,-67.08,81.77,amere (fasted),2/9/2018
D20A,27,9,-68.95,36.33,amerw (fasted),2/9/2018
D21A,7,3,-57.36,-25.19,weddw,2/9/2018
D21B,11,4,-66.60,48.47,amerw,2/9/2018
D22,12,3,-65.92,86.96,amere (fasted),2/9/2018
D23,8,6,-69.43,74.65,amere (fasted),2/9/2018
D26,18,1,-69.41,29.33,wedde (grounded),2/9/2018
