Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.88,-41.17,belle (grounded),11/7/2014
A56,14,7,-72.28,-53,belle,11/7/2014
A57,11,5,-77.12,-49.48,belle,11/7/2014
A61,13,4,-72.37,-16.62,weddw (fasted),11/7/2014
A63,11,3,-76.48,-44.97,belle,11/7/2014
A64,16,11,-69.72,-61.07,belle (fasted),11/7/2014
B09B,27,10,-66.62,142.72,wilke (fasted),11/7/2014
B09D,22,6,-69.05,29.77,weddw (grounded),11/7/2014
B09F,21,8,-66.22,49.6,amerw,11/7/2014
B09G,12,7,-65.4,52.9,amerw,11/7/2014
B15K,16,3,-66.92,-59.65,belle,11/7/2014
B15R,10,2,-71.62,-45.45,belle,11/7/2014
B15T,28,7,-67.02,45.48,amerw,11/7/2014
B15X,10,7,-67.33,-56.77,belle,11/7/2014
B15Y,11,2,-64.1,-56.43,belle,11/7/2014
B15Z,20,8,-66.32,49.13,amerw,11/7/2014
B15AA,11,6,-65.82,51.55,amerw (grounded),11/7/2014
B15AB,11,4,-65.92,51.32,amerw (grounded),11/7/2014
B16,16,6,-68.3,37.78,amerw,11/7/2014
B17A,19,6,-55.18,-36.38,belle,11/7/2014
B22A,44,24,-74.1,-108.92,amune (fasted),11/7/2014
B28,10,7,-74.8,-108.97,amune (fasted),11/7/2014
B29,11,5,-74.63,-109.08,amune (fasted),11/7/2014
B30,31,18,-73.55,-128.47,amunw,11/7/2014
B31,18,11,-72.6,-109.42,amune,11/7/2014
B32,11,1,-73.4,-131.88,amunw,11/7/2014
C15,14,10,-67.2,146.05,wilke (fasted),11/7/2014
C18B,20,4,-65.53,113.98,wilkw (fasted),11/7/2014
C21B,12,8,-64.97,95.92,wilkw (fasted),11/7/2014
C24,11,3,-64.82,96.05,wilkw (fasted),11/7/2014
C28B,21,14,-65.48,51.47,amerw,11/7/2014
D15,55,29,-66.8,81.9,amere (fasted),11/7/2014
D20A,27,9,-69.15,36.65,amerw (fasted),11/7/2014
D20B,11,2,-69.02,36.27,amerw (fasted),11/7/2014
D21A,21,5,-67.02,67.78,amere,11/7/2014
D21B,11,4,-66.08,85.3,amere (fasted),11/7/2014
D22,12,3,-65.97,86.92,amere (fasted),11/7/2014
