Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.79,-41.03,belle (grounded),1/26/2018
A57A,11,5,-63.86,-56.15,belle,1/26/2018
A57B,7,4,-65.09,-59.20,belle,1/26/2018
A61,13,4,-55.33,-13.40,weddw,1/26/2018
A63,11,3,-76.29,-46.57,belle ,1/26/2018
A64,16,11,-69.73,-60.98,belle (fasted),1/26/2018
A68A,82,25,-67.78,-60.49,belle,1/26/2018
A68B,6,3,-67.08,-59.83,belle,1/26/2018
B09B,27,10,-66.35,143.45,wilke,1/26/2018
B09D,22,6,-55.46,-23.74,weddw,1/26/2018
B09F,20,8,-61.66,-53.94,belle,1/26/2018
B09G,12,7,-67.97,41.72,amerw (fasted),1/26/2018
B09I,12,6,-65.39,109.75,wilkw,1/26/2018
B15T,25,6,-60.67,-52.38,belle,1/26/2018
B15Z,15,7,-58.85,-49.22,belle,1/26/2018
B15AA,11,6,-74.11,-26.72,weddw,1/26/2018
B15AB,11,4,-65.97,51.32,amerw ,1/26/2018
B16,16,6,-72.92,-50.59,belle,1/26/2018
B22A,44,24,-74.07,-108.92,amune (grounded),1/26/2018
B28,10,7,-74.75,-108.88,amune (fasted),1/26/2018
B29,11,5,-74.57,-109.02,amune (fasted),1/26/2018
B30,26,18,-68.34,-155.23,rosse,1/26/2018
B31,12,4,-65.47,-88.86,bellw,1/26/2018
B37,8,3,-74.56,-108.67,amune (fasted),1/26/2018
B38,6,4,-77.01,-155.01,rosse (fasted),1/26/2018
B39,8,4,-64.83,134.55,wilke (fasted),1/26/2018
B40,8,5,-65.61,132.36,wilke,1/26/2018
B41,8,4,-72.69,-121.34,amunw,1/26/2018
B42,17,5,-72.84,-108.86,amune,1/26/2018
B43,10,5,-73.34,-108.45,amune,1/26/2018
C15,14,10,-66.19,143.41,wilke,1/26/2018
C18B,20,4,-65.44,113.98,wilkw (grounded),1/26/2018
C21B,12,8,-64.99,95.89,wilkw (fasted),1/26/2018
C24,11,3,-64.84,96.02,wilkw (fasted),1/26/2018
C28B,21,14,-60.88,-53.13,belle,1/26/2018
C29,7,5,-66.14,142.94,wilke (fasted),1/26/2018
C30,9,3,-64.79,96.29,wilkw (fasted),1/26/2018
C31,9,3,-64.69,96.52,wilkw (fasted),1/26/2018
C32,7,5,-69.28,159.88,rossw (fasted),1/26/2018
C33,11,4,-69.68,161.33,rossw ,1/26/2018
C34,11,5,-65.85,143.03,wilke,1/26/2018
D15A,51,24,-66.66,81.97,amere (fasted),1/26/2018
D15B,33,12,-67.08,81.77,amere (fasted),1/26/2018
D20A,27,9,-68.95,36.33,amerw (fasted),1/26/2018
D21A,10,3,-57.35,-25.56,weddw,1/26/2018
D21B,11,4,-65.99,49.83,amerw,1/26/2018
D22,12,3,-65.92,86.96,amere (fasted),1/26/2018
D23,8,6,-69.43,74.65,amere (fasted),1/26/2018
D26,18,1,-69.41,29.33,wedde (grounded),1/26/2018
