Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A23A,44,40,-75.81,-41.09,belle (grounded),4/14/2017
A57A,11,5,-65.47,-59.21,belle,4/14/2017
A57B,7,4,-68.07,-60.04,belle,4/14/2017
A61,13,4,-63.33,-30.92,belle,4/14/2017
A63,11,3,-76.31,-46.24,belle ,4/14/2017
A64,16,11,-69.72,-61.01,belle (fasted),4/14/2017
B09B,27,10,-66.62,142.62,wilke (fasted),4/14/2017
B09D,22,6,-63.68,-41.03,belle,4/14/2017
B09F,20,8,-66.54,-52.14,belle,4/14/2017
B09G,12,7,-68.00,41.76,amerw (fasted),4/14/2017
B09H,11,2,-65.60,-46.28,belle,4/14/2017
B09I,12,6,-65.08,135.36,wilke,4/14/2017
B15T,25,6,-67.09,-52.22,belle,4/14/2017
B15Z,15,7,-66.91,-52.49,belle,4/14/2017
B15AA,11,6,-70.76,-10.27,weddw,4/14/2017
B15AB,11,4,-65.97,51.32,amerw (fasted),4/14/2017
B16,16,6,-74.48,-33.75,belle,4/14/2017
B22A,44,24,-74.07,-108.92,amune (grounded),4/14/2017
B28,10,7,-74.75,-108.89,amune (fasted),4/14/2017
B29,11,5,-74.58,-109.02,amune (fasted),4/14/2017
B30,26,18,-73.48,-156.26,rosse,4/14/2017
B31,18,11,-70.58,-115.46,amunw,4/14/2017
B37,8,3,-74.56,-108.68,amune (fasted),4/14/2017
B38,6,4,-77.02,-155.01,rosse,4/14/2017
B39,8,4,-65.11,134.51,wilke,4/14/2017
B40,8,5,-65.64,132.36,wilke,4/14/2017
B41,8,4,-71.86,-111.17,amune,4/14/2017
B42,17,5,-74.64,-107.18,amune,4/14/2017
B43,10,5,-74.48,-107.41,amune,4/14/2017
C15,14,10,-66.25,143.32,wilke,4/14/2017
C18B,20,4,-65.43,114.00,wilkw (grounded),4/14/2017
C21B,12,8,-64.99,95.90,wilkw (fasted),4/14/2017
C24,11,3,-64.84,96.02,wilkw (fasted),4/14/2017
C28B,21,14,-66.72,-51.45,belle,4/14/2017
C29,7,5,-66.15,142.95,wilke,4/14/2017
C30,9,3,-64.79,96.29,wilkw (fasted),4/14/2017
C31,9,3,-64.69,96.52,wilkw (fasted),4/14/2017
C32,7,5,-69.54,160.79,rossw,4/14/2017
C33,11,4,-69.67,162.03,rossw,4/14/2017
D15A,51,24,-66.67,81.95,amere (fasted),4/14/2017
D15B,33,12,-67.08,81.76,amere (fasted),4/14/2017
D20A,27,9,-68.98,36.34,amerw (fasted),4/14/2017
D21A,14,4,-65.40,-46.88,belle,4/14/2017
D21B,11,4,-66.42,77.20,amere,4/14/2017
D22,12,3,-65.91,87.04,amere,4/14/2017
D23,8,6,-69.43,74.65,amere (fasted),4/14/2017
D26,18,1,-69.40,29.36,wedde,4/14/2017
